Party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Germany,1249458.56,1202408.48,1152233.12,1143321.08,1124269.24,1121370.24,1139309.8,1104200.14,1078910.26,1045140.62,1043426.39,1058627.88,1037293.21,1034945.73,1018676.23,993198.75,1000519.9,973838.74,976672.15,909260.14,942338,919434.65,924147.41,941570.26,902388.74,906320.05,909052.47,894296.28,858368.68
Greece,103308.91,103363.79,104609.04,104210.52,106996.16,109332.94,112478.84,117379.08,122976.55,123133.87,126492.93,127546.73,127561.99,131300.83,131982.9,136446.5,132540.1,135170.74,131846.08,124640.14,118522.25,115593.36,112326.85,102705.1,99276.89,95482.14,91839.59,95585.97,92221.66
Hungary,93950.88,87286.6,77236.19,78119.02,76973.33,75352.36,77569.03,76028.72,75560.09,76110.41,73234.56,75218.53,73535.06,76488.13,75630.98,75386.68,74139.16,72456.79,70519.93,64481.6,64856.75,63239.46,59569.73,56763.15,57391.17,60797.34,61257.34,63781.35,63219.56
Iceland,3732.87,3516.77,3428.21,3516.12,3434.54,3551.04,3609.56,3776.82,3922.02,4147.96,4171.05,4061.52,4153.12,4112.7,4211.34,4059.46,4648.29,4947.06,5342.91,5005.6,4928.92,4680.96,4683.54,4688.54,4722.1,4799.81,4754.6,4835.51,4856.95
Ireland,55468.3,56146.92,56013.36,56416.31,57760.82,59164.25,61234.15,62565.16,65031.48,66174.54,68314.28,70221.21,68244.22,68550.02,67990.21,69702.11,68825.59,68042.03,67490.64,61736.43,61277.54,57156.86,57752.7,57589.73,57325.32,59415.93,61491.44,61004.88,60934.54
Italy,516051.74,517107,516117.31,509104.9,503368.55,529435.48,523538.23,531260.38,543481.19,548740.28,552474.43,554029.53,560213.53,579418.02,585375.66,586529.47,576602.67,569689.77,557101.8,502603.75,513756.38,501288.05,482361.63,447072.72,426491.71,439431.75,436088.45,431324.46,427529.02
Japan,1270039.97,1284001.18,1296664.52,1289105.6,1353440.83,1374505.1,1386969.52,1379301.65,1330779.96,1354370,1374774.03,1349333.28,1373167.46,1379116.92,1371688.86,1378770.81,1357162.21,1393190.47,1321204.29,1248422.29,1302549.97,1353603.93,1396323.77,1407809.07,1358344.55,1319800.19,1302842.08,1289239.53,1238342.71
Kazakhstan,401871.42,388981.94,360142.31,322478.57,274206.46,255808.65,237527.36,230633.86,228926.65,203735.18,238979.34,198340.6,216042.5,237980.28,248963.98,262116.25,284307.53,292204.62,295595.6,289196.42,320259.32,311437.82,317589.18,326985.99,351113.73,359580.68,360520.71,381931.52,396570.47
Latvia,26288.57,24408.85,19652.62,16239.32,14312.39,12954.57,13004.99,12454.06,11956.98,11177.51,10561.51,11142.87,11118.97,11308.07,11276.28,11451.43,11932.7,12380.71,11906.52,11221.35,12309.64,11519.61,11336.64,11264.06,11166,11214,11203.13,11248.15,11745.26
Liechtenstein,228.39,235.9,236.09,243.22,229.68,233.53,235.9,248.47,259.49,256.5,247.12,246.7,253.01,263.28,263.96,264.51,267.84,238.55,258.55,243.91,229.02,215.97,225.2,231.77,199.73,197.79,187.99,194,181.08
Lithuania,48016.43,50014.7,30804.47,24733.05,23313.27,22332.61,23384.19,22935.81,23918.89,21059.86,19523.18,20317.59,20680.25,20844.98,21702.41,22801.83,23095.7,25282.97,24376.27,20068.47,20887.59,21462.69,21396.48,20167.64,20110.69,20400.43,20420.35,20617.61,20266.83
Luxembourg,12741.06,13382.78,13146.8,13293.45,12468.53,10091.81,10155.26,9503.14,8622.18,9087.98,9669.11,10158.18,10934.88,11376.3,12766.97,13009.12,12838.07,12253.93,12135.1,11587.58,12169.06,12046.25,11773.25,11234.48,10776.85,10290.1,10050.69,10235.7,10547.15
Malta,2570.37,2424.28,2493.29,3079.73,2864,2660.74,2783.21,2798.73,2765.98,2853.1,2789.77,2917.46,2969.38,3250.05,3139.28,2972.18,3032.32,3130.48,3078.43,2899.98,2984.08,2992.34,3207.53,2894.18,2933.25,2255.29,1944.05,2156.18,2186.11
Monaco,102.74,103.56,109.17,108.13,108.87,105.59,109.91,108.02,107.24,108.2,109.07,106.94,107.24,104.54,100.09,98.69,92.72,92.63,93.36,91.05,87.89,85.57,87.56,90.29,84.81,85.76,86.53,85.52,86.93
Netherlands,220740.87,228385.56,229110.63,229867.6,230750.53,230937.8,241763.55,233603.08,234161.15,220828.43,219239.07,219714.04,217608.55,218291.27,219893.84,214226.59,209176.56,207676.79,207040.28,201382.08,213281.34,199175.46,195272.03,194878.14,187184.61,195422.37,194991.61,192876.47,187756.39
New Zealand,63590.93,64453.52,65668.78,65433.4,66679.18,67426.24,69549.34,72259.28,70221.38,72059.93,74103.08,77105.36,77474.96,79643.61,79294.83,81274.42,81455.21,79415.58,79526.33,76771.18,77267.81,76975.49,79401.58,78804.91,79449.84,79493.71,77623.31,79640.86,78862.29
Norway,51459.02,49199.53,47536.73,49405.88,51267.85,51620.17,54604.38,54596.46,54758.82,55717.7,55114.75,56348.39,55289.87,55795.67,56190.76,55403.47,55355.14,57008.7,55587.36,53179.2,55468.97,54643.09,54121.12,53969.36,53930.25,54353.97,53472.21,52386.53,52022.4
Poland,475080.32,463126.7,450485.86,450327.26,444648.99,446722.54,460555.49,450448.67,420050.15,408500.81,395949.88,394895.9,385174.51,398551.08,404101.55,404459.53,419741.76,419497.5,413124.39,394084.8,412926.32,412006.11,404526.56,401147.19,388469.51,391674.13,400268.49,414679.37,412856.37
Portugal,58558.61,60519.11,64463.09,62938.84,63906.04,68546.69,66206.27,69401.65,74238.09,82290.12,81528.17,81121.33,85574.06,80229.86,83350.56,85503.56,80733.33,78449.13,76066.24,72999.62,68749.86,67356.05,65466.54,63611.12,63520.26,67698.41,65865.83,70447.04,67280.28
Romania,247994.3,204473.46,191274.11,182090.01,180133.16,187227.78,189592.38,184139.93,166852.83,147899.99,143154.46,146187.17,148897.93,153779.79,152551.97,151387.14,152110.74,154670.41,149918.1,128031.3,124173.34,129010.35,125638.73,116001,116214.83,116418.66,114287.85,116875.47,116115.12
Russian Federation,3187507.08,3024887.55,2537506.16,2399711.49,2137226.57,2084988.22,2029941.37,1912753.07,1879354.9,1905174.11,1901067.27,1942384.53,1924360.11,1959432.5,1974435.64,1995073.02,2057942.51,2059557.1,2098480.69,1961217.41,2057878.02,2119644.44,2147996.18,2092550.41,2094363.54,2094011.75,2098138.55,2155270.61,2220122.95
Slovakia,73517.13,64096.66,58415.82,55050.77,52701.64,53302.33,53189.63,53130.67,52525.6,51197.48,49291.58,51564.19,50196.23,50412.28,51271.02,51271.66,51168.78,49417.37,49935.39,45653.72,46405.54,45704.01,43185.82,42855.65,40791.62,41830.67,42316.79,43475.29,43348.35
Slovenia,18609.59,17289.66,17371.45,17555.31,17944.6,18634.26,19281.69,19647.74,19411.18,18788.62,19037.6,19952.64,20121.41,19844.1,20156.01,20456.75,20625.25,20789.28,21514.46,19530.1,19555.22,19565.61,19004.84,18307.64,16575.01,16750.9,17607.61,17366.76,17502.14
Spain,289383.33,296990.56,306740.1,296219.09,312944.73,328901.25,321217.52,335660.95,345704.24,373171.35,388776.13,386579.77,404906.86,412869.59,428860.79,443439.52,436395.82,447253.68,413027.78,373425.05,358858.91,358230.88,350958.86,324693.22,326815.62,338254.29,326890.38,340298.29,334255.16
Sweden,71184.93,71428.09,70970.22,71276.38,73788.74,73120.48,77087.95,72084.29,72549.44,69454.61,68114.65,68934.26,69642.1,70017.22,69455.15,66624.03,66247.36,65129.16,62753.43,58496.75,64467.31,60131.47,57294.3,55607.71,53846.36,53739.18,53285.94,52715.03,51779.24
Switzerland,53778.9,55658.49,55396.14,52921.29,51914.23,52829.75,53432.35,52303.07,53869.04,53658.46,53080.7,54601.12,53068.38,54095.78,54698.08,55414.41,55022.4,53159.34,54524.83,53082.11,54726.72,50615.83,52037.42,52816.49,48877.39,48412.5,48725.31,47873.18,46332.51
Turkey,219367.81,226756.07,232975.38,240316.7,234287.67,247761.96,267396.69,278626.96,280231,277650.22,298759.82,280301.38,286003.42,305260.93,314668.94,337139.73,358291.53,391422.39,387590.13,395596,398882.58,427830.53,447254.81,439325.69,458368.97,472595.01,497741.9,523752.84,520941.59
Ukraine,942072.46,855689.21,800682.92,710580.89,604307.69,561511.11,514681.25,498995.26,480322.33,449025.44,427203.05,445295.32,430433.29,439724.29,442498.57,441635.07,459266.97,462601.91,450384.56,389970.18,406799.09,428125.58,417169.51,408768.45,362502.5,318938.91,337397.31,322778.65,339244.28
United Kingdom of Great Britain and Northern Ireland,797812.04,807236.09,786435.91,767022.5,758171.05,751691,773629.78,748416.32,747129.66,716725.96,716279.71,719097.19,699596.36,706682.23,703280.27,695430.66,688259.17,676546.33,656112.47,600031.69,614493.22,567259.49,583865.7,570218.68,529981.28,512121.42,486371.7,475259.76,465931.88
United States of America,6437000.13,6373259.7,6480086.59,6596774.55,6685730.47,6771015.64,6974407.04,7028804.64,7077750.26,7125608.98,7275396.97,7172475.08,7214460.6,7255112.41,7381668.68,7391771.13,7314388.89,7416454.47,7210129.3,6753906.09,6981613.04,6820533.47,6580674.82,6769551.03,6829016.66,6676371.43,6524080.44,6488234.64,6676649.62
